epoch,loss,val_loss
0,0.6815006732940674,0.6713359951972961
1,0.615004301071167,0.6502924561500549
2,0.602653980255127,0.6404091715812683
3,0.5958893299102783,0.6352583765983582
4,0.5910860896110535,0.6434458494186401
5,0.5874210596084595,0.6255983114242554
6,0.5842611789703369,0.6233273148536682
7,0.5813015699386597,0.6224251389503479
8,0.5800301432609558,0.6188153624534607
9,0.5784618258476257,0.6166298389434814
10,0.5775445103645325,0.6159206628799438
11,0.5766189694404602,0.6152684092521667
12,0.575603187084198,0.6141864061355591
13,0.5755326151847839,0.6128831505775452
14,0.5743440985679626,0.6130354404449463
15,0.5735974311828613,0.6116681694984436
16,0.5739784240722656,0.6104294061660767
17,0.5720592737197876,0.6100825071334839
18,0.5716988444328308,0.6110159158706665
19,0.5714139938354492,0.611612856388092
20,0.5704064965248108,0.6104629039764404
21,0.5704115629196167,0.6098150014877319
22,0.5693752765655518,0.6079933047294617
23,0.5693231821060181,0.6070687174797058
24,0.5687696933746338,0.6069727540016174
25,0.568085789680481,0.6046769618988037
26,0.567866325378418,0.6039997935295105
27,0.5674750804901123,0.6153513789176941
28,0.567217230796814,0.6063820123672485
29,0.5670212507247925,0.6031886339187622
30,0.5668548941612244,0.602951169013977
31,0.5661728382110596,0.6057584285736084
32,0.5660116076469421,0.6027960777282715
33,0.5662418007850647,0.6028774976730347
34,0.565472424030304,0.6033427715301514
35,0.5651583075523376,0.6038733124732971
36,0.5656279921531677,0.6028761863708496
37,0.5652126669883728,0.6110804080963135
38,0.5651273727416992,0.6039428114891052
39,0.5656408071517944,0.6029257774353027
40,0.5652207732200623,0.6010338664054871
41,0.5648025274276733,0.6053531765937805
42,0.5643516182899475,0.6037560701370239
43,0.565019965171814,0.602042555809021
44,0.5643090009689331,0.604910135269165
45,0.5640954971313477,0.6101477742195129
46,0.564086377620697,0.6021777987480164
47,0.5638500452041626,0.604191780090332
48,0.5640755295753479,0.5992437601089478
49,0.5637471675872803,0.601711094379425
50,0.5636312961578369,0.6011471152305603
51,0.5639424920082092,0.6005392074584961
52,0.5634530782699585,0.607030987739563
53,0.5636749863624573,0.6031577587127686
54,0.563552737236023,0.6017506718635559
55,0.5631335377693176,0.6041631698608398
56,0.56341552734375,0.6006436944007874
57,0.5630653500556946,0.6029679179191589
58,0.5632160902023315,0.6035192012786865
59,0.5631296038627625,0.6018216013908386
60,0.5627776384353638,0.6038569808006287
61,0.563361406326294,0.6013256907463074
62,0.5626423954963684,0.6023169159889221
63,0.5629472732543945,0.6009111404418945
64,0.5630407333374023,0.6005120277404785
65,0.5627057552337646,0.6005693674087524
66,0.5629119873046875,0.6020602583885193
67,0.562545120716095,0.6061511635780334
68,0.5623494386672974,0.5985305309295654
69,0.5620896816253662,0.6014940738677979
70,0.5623323917388916,0.5983521938323975
71,0.5618219375610352,0.5992555618286133
72,0.5619664788246155,0.6077579855918884
73,0.5619765520095825,0.5998873710632324
74,0.5618783235549927,0.5983330011367798
75,0.5617763996124268,0.5984034538269043
76,0.5618517994880676,0.5973657965660095
77,0.5612347722053528,0.5980261564254761
78,0.5616392493247986,0.5981051921844482
79,0.5615648031234741,0.6012870669364929
80,0.5613051652908325,0.5982274413108826
81,0.5614125728607178,0.5995917320251465
82,0.5612266659736633,0.598156213760376
83,0.5608024001121521,0.5986468195915222
84,0.5612984299659729,0.5976471304893494
85,0.5610218644142151,0.5980674624443054
86,0.561200737953186,0.6000460386276245
87,0.5607529878616333,0.6006559729576111
88,0.5610969662666321,0.5977823734283447
89,0.5611047744750977,0.6000741720199585
90,0.5604645609855652,0.5969259738922119
91,0.5609543323516846,0.5999687314033508
92,0.560454249382019,0.60006183385849
93,0.5606386065483093,0.5979543924331665
94,0.5603013634681702,0.5978695750236511
95,0.5601634383201599,0.5958662629127502
96,0.5605205297470093,0.601713240146637
97,0.5603326559066772,0.6005715727806091
98,0.5604683756828308,0.5970516204833984
99,0.5600330829620361,0.5987933874130249
